Subdiv,Block,Unit,Shape_Leng,Shape_Area
Leicester County,44,,1334.18527305,100230.346627
Leicester County,45,,2242.390636,125040.224681
Leicester County,46,,4014.13954085,250905.97501
Leicester County,47,,1534.05067199,121589.381101
Leicester County,48,,1377.54907228,86399.3942137
Leicester County,49,,1550.85900443,69149.078931
Leicester County,50,,1160.1056542,67451.4493013
Leicester County,51,,1292.4789128,54782.8278128
Leicester County,52,,1164.23604824,63485.6910214
Leicester County,53,,1666.33742441,45701.6416908
Leicester County,54,,3058.42880443,113588.536024
Lucaya Estates,486,38,266.211578719,4335.63517216
Lucaya Estates,498,40,186.060499732,1998.94020693
Lucaya Estates,1,,262.130163815,4046.21886394
Lucaya Estates,1,01,1490.55460318,55457.0477534
Lucaya Estates,1,44,2307.70546562,113384.347854
Lucaya Estates,1,45,1782.46744913,82762.5700872
Lucaya Estates,1,47,895.024780044,38278.749566
Lucaya Estates,1,48,884.922471609,23412.7735618
Lucaya Estates,1,49,3445.20645531,101413.307624
Lucaya Estates,1,50,1643.66097027,62111.029399
Lucaya Estates,1,51,360.380338186,8235.50423615
Lucaya Estates,1,52,1512.20523459,44833.9928413
Lucaya Estates,1,53,1268.17113876,44789.6029313
Lucaya Estates,1,54,1640.02167404,44924.1912017
Lucaya Estates,1,55,4226.65172631,169367.853782
Lucaya Estates,1,56,5124.07646706,225950.600304
Lucaya Estates,1,57,2324.67368882,74260.9077927
Lucaya Estates,1,58,7422.26995403,321375.064964
Lucaya Estates,1,59,1713.71679225,69844.2253021
Lucaya Estates,1,60,2212.01643175,67540.1410188
Lucaya Estates,2,01,1003.54257702,56589.7087433
Lucaya Estates,2,44,1705.64909971,113214.145654
Lucaya Estates,2,45,1207.28685918,74759.5229741
Lucaya Estates,2,47,2700.93034382,114234.050875
Lucaya Estates,2,48,690.421813764,16950.7760072
Lucaya Estates,2,49,2161.88645769,120695.649664
Lucaya Estates,2,50,1294.60688431,82966.2417648
Lucaya Estates,2,51,883.649176923,29764.5574695
Lucaya Estates,2,52,995.542816972,45194.2493675
Lucaya Estates,2,53,706.50979039,28163.7959148
Lucaya Estates,2,54,1322.21485957,53735.2205743
Lucaya Estates,2,55,1140.09187298,70904.7068994
Lucaya Estates,2,56,1586.22444612,103394.619614
Lucaya Estates,2,57,503.199804871,14215.6684589
Lucaya Estates,2,58,4020.28396684,163546.345476
Lucaya Estates,2,59,1156.4492734,57689.8695156
Lucaya Estates,2,60,1916.43945541,98235.4294177
Lucaya Estates,3,,288.372417427,4764.06576502
Lucaya Estates,3,01,1865.04095306,124137.551879
Lucaya Estates,3,44,1377.4523392,87519.4818105
Lucaya Estates,3,45,1221.99971407,75078.5600656
Lucaya Estates,3,47,1938.56428739,130952.234271
Lucaya Estates,3,48,1353.96528897,38296.5885646
Lucaya Estates,3,49,1663.35606313,90330.0344082
Lucaya Estates,3,50,2501.49168671,126752.736919
Lucaya Estates,3,51,1038.19509642,60191.525366
Lucaya Estates,3,52,2271.50239971,65655.7373235
Lucaya Estates,3,53,1609.94215051,46808.3913455
Lucaya Estates,3,54,1461.50391434,83284.5592036
Lucaya Estates,3,55,2387.37978194,152801.029702
Lucaya Estates,3,56,2688.48918032,196294.747414
Lucaya Estates,3,57,1565.51304266,82291.4890765
Lucaya Estates,3,58,1538.74025841,102868.779551
Lucaya Estates,3,59,2501.66894967,89433.2272374
Lucaya Estates,3,60,3009.2663779,95452.1932355
Lucaya Estates,4,01,927.222018642,53119.9386402
Lucaya Estates,4,44,1434.45738917,93505.2358831
Lucaya Estates,4,45,4034.22162212,161991.312175
Lucaya Estates,4,47,894.396997726,48049.4888524
Lucaya Estates,4,48,4043.94397368,125711.963052
Lucaya Estates,4,49,1071.23887393,51671.7966717
Lucaya Estates,4,50,1603.1279667,111565.45153
Lucaya Estates,4,51,5435.69194789,283320.201869
Lucaya Estates,4,52,2286.39585937,122995.563577
Lucaya Estates,4,53,415.775427968,9132.26891073
Lucaya Estates,4,54,1800.44621737,93835.3180287
Lucaya Estates,4,55,2351.2574908,168374.709934
Lucaya Estates,4,56,1572.40783087,59211.2664519
Lucaya Estates,4,57,1794.68821804,85606.8580838
Lucaya Estates,4,58,3199.6413514,222915.650198
Lucaya Estates,4,59,327.393187984,6319.58833095
Lucaya Estates,4,60,3159.51749815,101323.326724
Lucaya Estates,5,01,2048.64999741,76837.1028409
Lucaya Estates,5,44,1587.07039057,57787.1174919
Lucaya Estates,5,45,2289.79090594,103494.580617
Lucaya Estates,5,47,2156.93806669,108609.209844
Lucaya Estates,5,48,1056.69497076,52179.636646
Lucaya Estates,5,49,1040.99423291,50525.903228
Lucaya Estates,5,50,935.279076849,54373.6960651
Lucaya Estates,5,51,1080.02778589,63209.4188942
Lucaya Estates,5,52,1211.93994036,57569.2823302
Lucaya Estates,5,53,928.375924678,25906.1318137
Lucaya Estates,5,54,1713.52052188,48598.6102167
Lucaya Estates,5,55,2103.56511099,149816.552798
Lucaya Estates,5,56,1408.06568469,89518.3828561
Lucaya Estates,5,57,1434.65322657,42137.4335393
Lucaya Estates,5,58,456.264723763,12019.9478792
Lucaya Estates,5,59,1801.66216379,97121.9730219
Lucaya Estates,5,60,2367.23970503,129845.427361
Lucaya Estates,6,01,793.086853848,40826.6655444
Lucaya Estates,6,44,1011.44180095,58954.9419131
Lucaya Estates,6,45,1273.86184253,79959.456949
Lucaya Estates,6,47,1852.61246867,127524.337186
Lucaya Estates,6,48,1360.08531177,68160.303144
Lucaya Estates,6,49,612.221624211,15207.097849
Lucaya Estates,6,50,1218.821467,76080.0798847
Lucaya Estates,6,51,2338.67491674,171189.089539
Lucaya Estates,6,52,550.664025886,20375.7277744
Lucaya Estates,6,53,1918.89269931,101945.158601
Lucaya Estates,6,54,3021.23279029,120889.30542
Lucaya Estates,6,55,1721.36681004,67823.7833799
Lucaya Estates,6,56,1012.12598282,57669.2899144
Lucaya Estates,6,57,4343.78797951,130821.687894
Lucaya Estates,6,58,359.156397964,8266.51095062
Lucaya Estates,6,59,1030.79917573,49089.6333925
Lucaya Estates,6,60,2689.98878816,150924.538152
Lucaya Estates,7,01,4493.38662851,189053.757174
Lucaya Estates,7,44,1085.04276546,63781.0620472
Lucaya Estates,7,45,922.457325331,49461.2928154
Lucaya Estates,7,47,2132.49831338,138986.634322
Lucaya Estates,7,48,1336.59349862,66276.2852443
Lucaya Estates,7,49,884.813285208,41543.199861
Lucaya Estates,7,50,2227.05012543,108052.147106
Lucaya Estates,7,51,1644.37201928,110156.966752
Lucaya Estates,7,52,2406.47398735,135425.051168
Lucaya Estates,7,53,1983.86309512,98298.1005646
Lucaya Estates,7,54,921.354768508,39833.3007694
Lucaya Estates,7,55,1700.58500886,106670.36649
Lucaya Estates,7,56,988.992824902,57918.4924531
Lucaya Estates,7,57,1583.56622106,84183.8105688
Lucaya Estates,7,58,1537.11427483,76844.0141011
Lucaya Estates,7,59,2626.00442423,76847.3074951
Lucaya Estates,7,60,1601.55548809,85984.0103009
Lucaya Estates,8,01,1268.91537082,79844.431457
Lucaya Estates,8,44,2160.85420718,156353.002048
Lucaya Estates,8,47,1512.46496097,58884.3015201
Lucaya Estates,8,48,795.008668972,34267.8897094
Lucaya Estates,8,49,1442.84567688,41222.422718
Lucaya Estates,8,50,1794.40242051,76139.3924332
Lucaya Estates,8,51,1131.99351868,68055.1585379
Lucaya Estates,8,52,969.293357306,45935.5698299
Lucaya Estates,8,53,1440.68250164,74481.6153435
Lucaya Estates,8,54,1768.43708095,95002.9474734
Lucaya Estates,8,55,989.75923823,39712.8092879
Lucaya Estates,8,56,2063.90053827,145309.653681
Lucaya Estates,8,57,1859.94965968,97189.0504164
Lucaya Estates,8,58,893.375805865,31098.5418388
Lucaya Estates,8,59,2648.23055275,146843.79151
Lucaya Estates,8,60,1872.52206698,90574.0178921
Lucaya Estates,9,01,1198.48883611,73671.8665301
Lucaya Estates,9,44,1124.96925603,66725.5162424
Lucaya Estates,9,47,1837.99118038,126492.859992
Lucaya Estates,9,48,1165.68896455,56063.895205
Lucaya Estates,9,49,1238.67504575,62991.3904601
Lucaya Estates,9,50,4468.50424948,138087.713807
Lucaya Estates,9,51,4206.92248702,283952.295733
Lucaya Estates,9,52,1708.1552461,90392.1257185
Lucaya Estates,9,53,2395.101394,69756.5054278
Lucaya Estates,9,54,1910.96449749,55322.5974465
Lucaya Estates,9,55,293.910630256,5314.47279575
Lucaya Estates,9,56,4047.52072379,210682.929243
Lucaya Estates,9,57,771.223478084,32584.2347455
Lucaya Estates,9,58,945.318595057,52577.7160379
Lucaya Estates,9,59,1500.43508123,69381.1158271
Lucaya Estates,9,60,3304.25879924,96311.2907183
Lucaya Estates,10,01,1632.56315485,60521.853711
Lucaya Estates,10,44,1498.02391234,91018.2836729
Lucaya Estates,10,47,1390.14099307,90875.4262613
Lucaya Estates,10,48,1223.22174719,60714.690195
Lucaya Estates,10,49,1870.50281736,54182.0777203
Lucaya Estates,10,50,2839.5987353,93772.0311494
Lucaya Estates,10,51,1687.63511786,114613.477453
Lucaya Estates,10,52,2237.0971627,69045.851461
Lucaya Estates,10,53,1700.55995956,66250.041503
Lucaya Estates,10,54,1089.99712686,52491.5076871
Lucaya Estates,10,55,858.091115706,30066.7287233
Lucaya Estates,10,56,1023.90837141,35443.3144054
Lucaya Estates,10,58,2932.24433925,206530.163674
Lucaya Estates,10,59,1257.75166672,56614.9776559
Lucaya Estates,11,02,2744.46237312,106273.503959
Lucaya Estates,11,44,1387.88766691,84610.0007146
Lucaya Estates,11,47,1315.52491787,61019.4053835
Lucaya Estates,11,48,2538.62174289,75712.7158325
Lucaya Estates,11,49,280.332354677,5044.92407745
Lucaya Estates,11,50,3956.26893843,116458.848894
Lucaya Estates,11,51,3818.70785644,182096.996802
Lucaya Estates,11,52,527.678325704,12877.8238787
Lucaya Estates,11,53,619.370962763,25197.0412072
Lucaya Estates,11,54,746.220546333,21362.8571291
Lucaya Estates,11,55,1179.32230251,43877.726057
Lucaya Estates,11,56,874.990819641,48471.0411735
Lucaya Estates,11,58,2459.96604655,169275.646473
Lucaya Estates,11,59,2147.69001435,110557.630215
Lucaya Estates,12,02,1122.59516617,67864.1964133
Lucaya Estates,12,44,1544.05981343,58414.5621966
Lucaya Estates,12,47,1785.75962248,122112.819009
Lucaya Estates,12,48,280.543173733,4811.96930925
Lucaya Estates,12,49,882.723910715,23604.8132141
Lucaya Estates,12,50,2663.01802593,97754.0170276
Lucaya Estates,12,51,1014.68807989,35930.7685951
Lucaya Estates,12,52,1146.85981372,31240.3178977
Lucaya Estates,12,54,566.763194981,15373.4516183
Lucaya Estates,12,55,2843.01156419,177132.798111
Lucaya Estates,12,56,1013.45277335,59280.6471112
Lucaya Estates,12,59,1750.86911126,94935.6404201
Lucaya Estates,13,02,1705.15268119,118430.737145
Lucaya Estates,13,44,1382.90510576,84629.5453684
Lucaya Estates,13,47,1415.55817579,86776.6135118
Lucaya Estates,13,48,2879.86137119,112544.585095
Lucaya Estates,13,50,1678.00929761,54888.5941524
Lucaya Estates,13,51,5761.90945191,341298.104189
Lucaya Estates,13,52,1901.41405468,55042.8857273
Lucaya Estates,13,54,2524.75314295,89750.7824351
Lucaya Estates,13,55,2268.9738918,128424.391731
Lucaya Estates,13,56,1492.46512975,63160.0316632
Lucaya Estates,13,59,1973.2838113,55144.9519218
Lucaya Estates,14,02,3262.18929432,152412.407761
Lucaya Estates,14,44,1331.28913906,83477.4410712
Lucaya Estates,14,47,3198.48987327,109907.189888
Lucaya Estates,14,48,659.772948684,20775.4251853
Lucaya Estates,14,50,3129.73475264,89569.3216098
Lucaya Estates,14,51,363.63209152,8120.39280552
Lucaya Estates,14,52,1200.68825125,59136.8755482
Lucaya Estates,14,54,1910.93536009,102844.440348
Lucaya Estates,14,55,1465.60400492,54755.3635939
Lucaya Estates,14,56,503.626221357,14325.1961109
Lucaya Estates,15,02,1839.76496502,126463.271958
Lucaya Estates,15,44,1341.18102276,87571.2014809
Lucaya Estates,15,47,1723.99857758,118590.078424
Lucaya Estates,15,48,1243.9659175,77714.3008418
Lucaya Estates,15,51,2195.88282748,124107.501982
Lucaya Estates,15,52,2101.11206038,107900.148378
Lucaya Estates,15,54,2801.75938621,83886.8331993
Lucaya Estates,15,55,872.841521124,29695.0156789
Lucaya Estates,15,56,1371.4421614,82848.7789734
Lucaya Estates,16,02,1337.56227178,84009.590929
Lucaya Estates,16,44,2927.69862758,114504.185268
Lucaya Estates,16,47,1556.89216936,104206.193316
Lucaya Estates,16,48,1695.55405366,114099.549397
Lucaya Estates,16,51,1343.01179157,92451.586833
Lucaya Estates,16,52,1284.2561435,68168.718795
Lucaya Estates,16,54,796.481175876,36367.5633135
Lucaya Estates,16,56,1160.20767716,41120.6827939
Lucaya Estates,17,02,1636.1954502,107826.667239
Lucaya Estates,17,44,2008.61963706,141004.66136
Lucaya Estates,17,47,2924.25685962,157893.295875
Lucaya Estates,17,48,1120.826703,68176.4548088
Lucaya Estates,17,51,2042.43149419,114676.153565
Lucaya Estates,17,54,2561.96532855,87976.3160282
Lucaya Estates,18,02,1559.99688596,96062.9943205
Lucaya Estates,18,44,1391.61302927,45498.9624054
Lucaya Estates,18,47,1571.51399545,100456.158536
Lucaya Estates,18,48,3137.77685087,154384.710538
Lucaya Estates,18,51,1176.74465209,55340.0121017
Lucaya Estates,18,54,1785.96281379,73340.0021072
Lucaya Estates,19,02,1724.39783785,117199.878954
Lucaya Estates,19,44,3913.12046699,185111.655075
Lucaya Estates,19,47,1291.30480443,80717.9011103
Lucaya Estates,19,48,2558.6878883,100437.785861
Lucaya Estates,19,51,462.62551767,13546.9472432
Lucaya Estates,19,54,1503.12281616,58812.3613963
Lucaya Estates,20,02,1260.3572697,79779.5627426
Lucaya Estates,20,44,991.900957481,55318.0867188
Lucaya Estates,20,47,1517.8271835,100496.182669
Lucaya Estates,20,48,2418.21089528,171815.122846
Lucaya Estates,20,51,1410.92068749,71645.8716823
Lucaya Estates,20,54,1050.39878646,32292.9456824
Lucaya Estates,21,02,5018.84849945,211658.40841
Lucaya Estates,21,44,1322.2716095,77686.5344312
Lucaya Estates,21,47,2020.02112778,139873.281502
Lucaya Estates,21,48,1845.25874704,164506.166962
Lucaya Estates,21,51,481.242219035,13390.7337914
Lucaya Estates,22,03,789.460163211,40968.3970064
Lucaya Estates,22,44,1957.1554625,133902.016902
Lucaya Estates,22,47,1530.25597782,74628.8995139
Lucaya Estates,22,51,1853.95668662,132536.155656
Lucaya Estates,23,03,4470.09999703,192298.405435
Lucaya Estates,23,44,767.54050327,17994.5602089
Lucaya Estates,23,51,1185.521579,74357.8808649
Lucaya Estates,24,03,2462.80004164,153463.644299
Lucaya Estates,24,44,1320.75631954,81656.8442657
Lucaya Estates,24,51,2439.34445426,95592.3501942
Lucaya Estates,25,03,2251.10614638,154497.030887
Lucaya Estates,25,44,1576.4146483,106477.04441
Lucaya Estates,25,51,2908.81645418,135422.711991
Lucaya Estates,26,03,2022.12739586,138785.173004
Lucaya Estates,26,44,1368.53902662,82598.6385876
Lucaya Estates,26,51,688.640960448,32589.8130685
Lucaya Estates,27,03,2781.53009306,106956.739527
Lucaya Estates,28,03,2299.97979991,86559.4353612
Lucaya Estates,29,03,1175.37001709,70925.5349725
Lucaya Estates,30,03,1163.44595889,60998.7456443
Lucaya Estates,31,03,1494.76652706,98913.2093989
Lucaya Estates,35,03,1355.10001683,88703.8517515
Lucaya Estates,36,03,4614.5468281,202263.481749
Lucaya Estates,37,04,1256.8355591,45922.1993671
Lucaya Estates,38,04,2864.73452647,114695.352356
Lucaya Estates,39,04,888.272338161,47484.4694839
Lucaya Estates,40,04,4164.77367984,170126.184765
Lucaya Estates,41,04,1275.90018549,77303.4695582
Lucaya Estates,42,04,1457.996122,96486.6173675
Lucaya Estates,43,04,1895.03926819,130884.45827
Lucaya Estates,44,04,1200.92755401,73416.2492304
Lucaya Estates,45,04,3017.35600374,117036.952188
Lucaya Estates,46,05,2787.17749232,106603.838014
Lucaya Estates,47,05,1124.11785166,70138.6776831
Lucaya Estates,48,05,1614.36091573,105214.091671
Lucaya Estates,49,05,1205.2539477,74066.8267579
Lucaya Estates,50,05,2031.22059444,135307.45605
Lucaya Estates,51,05,2626.59819602,99400.7134428
Lucaya Estates,52,05,3793.23232783,158942.845159
Lucaya Estates,53,05,1071.35111815,66698.4138921
Lucaya Estates,54,05,1157.2836973,69897.5853719
Lucaya Estates,55,05,1540.18827975,94045.8900566
Lucaya Estates,56,06,2516.42300808,93932.4837175
Lucaya Estates,57,06,1538.31804275,95773.8743793
Lucaya Estates,58,06,1127.91554441,67823.275101
Lucaya Estates,59,06,1054.35546918,59933.4159396
Lucaya Estates,60,06,1076.84904045,69109.1249774
Lucaya Estates,60,60,544.996297873,12687.535804
Lucaya Estates,61,06,4403.72135618,173878.037389
Lucaya Estates,62,06,1016.09739666,56557.4060492
Lucaya Estates,63,06,1158.89966895,72761.4078867
Lucaya Estates,65,06,1094.38558178,65215.0976971
Lucaya Estates,66,06,1440.05110056,91991.2559439
Lucaya Estates,67,06,1264.26275374,80095.006541
Lucaya Estates,69,06,667.602798193,21139.9620994
Lucaya Estates,70,06,1184.96611371,41552.2809821
Lucaya Estates,71,08,3604.81650987,140652.766391
Lucaya Estates,72,08,1436.83388171,95291.9143694
Lucaya Estates,74,08,1549.8079838,99675.0056078
Lucaya Estates,75,08,4439.08793246,185834.597164
Lucaya Estates,76,08,2026.3501062,141083.124547
Lucaya Estates,77,08,1923.94294181,129393.126621
Lucaya Estates,78,08,2089.62437036,141414.111016
Lucaya Estates,123,13,787.037329567,40204.8432959
Lucaya Estates,124,13,1573.861562,101943.98504
Lucaya Estates,125,13,1164.2867233,71435.3711028
Lucaya Estates,126,13,1822.05058586,69562.0698793
Lucaya Estates,127,13,3936.9991239,185330.304963
Lucaya Estates,128,13,1089.61818043,66022.2663976
Lucaya Estates,129,13,1880.82354698,128045.675135
Lucaya Estates,13,46,1713.73440486,67007.9413215
Lucaya Estates,130,13,1091.62447516,65513.3732403
Lucaya Estates,131,13,2945.90543317,117482.722666
Lucaya Estates,132,14,4288.56306655,173297.478317
Lucaya Estates,133,14,1452.35878135,92091.0819106
Lucaya Estates,134,14,1193.69205643,74074.3719424
Lucaya Estates,135,14,2882.63244375,184632.802018
Lucaya Estates,137,14,1459.3011871,94370.1614063
Lucaya Estates,138,14,4244.30128699,182056.10012
Lucaya Estates,139,15,1889.2515004,71936.0106376
Lucaya Estates,14,46,2064.80029394,139413.290182
Lucaya Estates,140,15,3325.42396998,127305.657635
Lucaya Estates,141,15,1092.06767616,65208.313212
Lucaya Estates,142,15,1096.40087589,64881.3256028
Lucaya Estates,143,15,3652.81968181,155530.197609
Lucaya Estates,144,15,1796.61546894,124177.573094
Lucaya Estates,145,15,2537.91691793,181482.222183
Lucaya Estates,146,15,1677.81374266,112594.09084
Lucaya Estates,147,15,2133.3782726,152317.150483
Lucaya Estates,148,15,1348.33564186,86004.565278
Lucaya Estates,149,15,4111.62973885,162880.024968
Lucaya Estates,150,15,2138.29373927,149289.066221
Lucaya Estates,151,15,1479.74027149,97852.6736497
Lucaya Estates,152,15,4006.19255176,159687.657176
Lucaya Estates,153,16,1861.1347147,124584.941845
Lucaya Estates,154,16,2214.78635747,155442.3726
Lucaya Estates,155,16,1878.9157849,129969.490385
Lucaya Estates,156,16,4617.74340166,185309.047108
Lucaya Estates,157,16,3394.02628058,139065.608297
Lucaya Estates,158,16,1088.01854675,65897.6060072
Lucaya Estates,159,16,1749.63517602,121875.58294
Lucaya Estates,160,16,1409.04616791,90927.676888
Lucaya Estates,161,16,1419.03777287,92422.6372831
Lucaya Estates,162,16,3721.35646414,148785.369199
Lucaya Estates,163,17,1523.92861501,58217.1682947
Lucaya Estates,164,17,1110.39974542,66461.8259938
Lucaya Estates,165,17,5485.74850996,221192.890023
Lucaya Estates,166,17,1283.44703357,82843.5459661
Lucaya Estates,167,17,1729.25256266,117747.211523
Lucaya Estates,168,17,1091.74045814,65090.4845132
Lucaya Estates,169,17,1917.51441362,73435.8320235
Lucaya Estates,17,46,1189.66435411,73544.26924
Lucaya Estates,170,17,1021.32234022,58339.9056576
Lucaya Estates,171,17,2182.06565119,149297.695372
Lucaya Estates,172,17,1282.8424917,81156.5093723
Lucaya Estates,174,17,1436.55539691,96790.7552263
Lucaya Estates,176,17,1640.23616319,62035.2975994
Lucaya Estates,177,17,997.479315993,57300.6973591
Lucaya Estates,178,17,1335.14384423,48054.5106508
Lucaya Estates,179,18,2120.96115763,82637.0952151
Lucaya Estates,18,46,1515.68920742,57670.2893425
Lucaya Estates,180,18,1640.49679072,106897.823724
Lucaya Estates,181,18,1424.7306884,93444.7150985
Lucaya Estates,182,18,2374.61823992,87237.4921193
Lucaya Estates,183,18,2327.16655643,90217.5975134
Lucaya Estates,184,18,1429.384316,94768.3414558
Lucaya Estates,185,18,2402.76093166,171511.665634
Lucaya Estates,186,18,1639.58996598,109946.000217
Lucaya Estates,187,18,1118.919533,67456.3854555
Lucaya Estates,188,18,2032.90503386,143778.534654
Lucaya Estates,189,18,4063.63462303,162460.271278
Lucaya Estates,190,19,2704.53065993,75972.1909556
Lucaya Estates,191,19,707.327378827,14541.7447224
Lucaya Estates,192,19,1509.44879901,41995.1894671
Lucaya Estates,193,19,1046.1763634,28454.4349708
Lucaya Estates,194,19,1816.74784774,50810.1661181
Lucaya Estates,195,19,721.613806498,17795.0909442
Lucaya Estates,202,19,2325.93957813,68421.4195411
Lucaya Estates,199,19,4866.42826975,180089.467046
Lucaya Estates,200,19,444.258158709,13100.6838849
Lucaya Estates,201,19,444.481595758,13788.8693968
Lucaya Estates,203,19,520.227696169,17221.4581192
Lucaya Estates,204,19,870.369060246,24633.5309658
Lucaya Estates,205,19,395.223717775,10538.6798707
Lucaya Estates,207,19,1147.29929357,31498.058401
Lucaya Estates,209,19,1347.22267124,37118.4694943
Lucaya Estates,210,20,2068.54618487,63108.2659831
Lucaya Estates,211,20,2050.36244667,58259.2034828
Lucaya Estates,212,20,1033.40419533,26757.7274041
Lucaya Estates,213,20,1382.69914251,35383.9617665
Lucaya Estates,214,20,1635.63773518,50870.6639917
Lucaya Estates,215,20,688.435661219,31116.3537631
Lucaya Estates,216,20,1273.1126862,35223.9078353
Lucaya Estates,217,20,620.582476934,25597.4290236
Lucaya Estates,219,20,768.132724726,18489.9553856
Lucaya Estates,220,20,1242.8352739,29638.8571108
Lucaya Estates,221,20,1225.71960901,30775.4954172
Lucaya Estates,222,20,687.95999192,15700.7466725
Lucaya Estates,223,15-18,1780.08218927,67376.7018573
Lucaya Estates,224,15-18,1561.87531829,56958.8929002
Lucaya Estates,226,21,5730.25727745,246151.058681
Lucaya Estates,227,21,1762.03745974,114623.021806
Lucaya Estates,228,21,4490.0024612,190562.484046
Lucaya Estates,229,21,1361.68483003,88345.7982554
Lucaya Estates,230,21,3735.97274968,144332.342248
Lucaya Estates,231,21,1483.77690685,100069.37811
Lucaya Estates,232,21,1332.45077055,85672.0910692
Lucaya Estates,233,21,1665.36498241,113660.971011
Lucaya Estates,234,21,1302.40577711,83312.3035943
Lucaya Estates,235,21,5150.32368955,228747.174296
Lucaya Estates,236,22,2630.02887133,159354.881543
Lucaya Estates,237,22,1568.02325406,59806.6199928
Lucaya Estates,238,22,1800.30370148,123478.194149
Lucaya Estates,239,22,2014.39983225,158576.973335
Lucaya Estates,240,22,3001.68671833,174712.695133
Lucaya Estates,241,22,1854.96390101,124725.951135
Lucaya Estates,242,22,901.060009958,49127.4331686
Lucaya Estates,243,22,3926.93873774,171415.591922
Lucaya Estates,244,22,4813.62365324,188592.931095
Lucaya Estates,245,22,2282.3168941,110666.364669
Lucaya Estates,246,22,1280.35701553,75101.6973986
Lucaya Estates,247,22,1130.12954508,67307.2630449
Lucaya Estates,248,22,1283.49007618,80620.5661407
Lucaya Estates,249,22,1228.47111944,100773.106059
Lucaya Estates,250,22,1791.44831647,136544.79575
Lucaya Estates,251,22,2715.0885804,185323.358126
Lucaya Estates,252,22,2135.58899839,138687.928244
Lucaya Estates,253,22,3305.4732775,217731.079231
Lucaya Estates,254,23,3507.13747249,234154.87066
Lucaya Estates,255,23,2232.98786057,158085.039796
Lucaya Estates,256,23,1935.73978774,129776.998875
Lucaya Estates,257,23,913.312370926,51151.5334301
Lucaya Estates,258,23,2613.07264154,130464.652498
Lucaya Estates,260,23,4282.41133854,276891.799012
Lucaya Estates,261,23,1557.85670012,104756.201285
Lucaya Estates,262,23,1404.491091,90833.851984
Lucaya Estates,263,23,2953.95669169,215488.333379
Lucaya Estates,264,23,2025.80792654,142168.538517
Lucaya Estates,265,23,2009.62151248,136113.521602
Lucaya Estates,266,23,2342.64002237,115675.883123
Lucaya Estates,267,24,5514.17650598,243678.729274
Lucaya Estates,268,24,857.081242157,46304.1168266
Lucaya Estates,269,24,1563.21244899,105329.790674
Lucaya Estates,270,24,1649.4764014,109881.918793
Lucaya Estates,271,24,1629.14559567,110543.839605
Lucaya Estates,272,24,3403.10006543,128087.369155
Lucaya Estates,273,25,6141.93729096,265563.919654
Lucaya Estates,274,25,1238.29448198,77370.3656641
Lucaya Estates,275,25,1459.18359366,93191.5523353
Lucaya Estates,276,25,1421.43161186,93802.0064735
Lucaya Estates,277,25,839.413566143,42326.8041491
Lucaya Estates,278,25,1410.34903561,83379.0635149
Lucaya Estates,279,25,2497.65297379,112878.94083
Lucaya Estates,281,26,4137.97623022,166060.278444
Lucaya Estates,282,25,1432.1698672,61120.1770516
Lucaya Estates,282,26,946.435743452,53835.0162485
Lucaya Estates,283,26,1670.17048311,107951.288922
Lucaya Estates,284,26,2127.28561294,144623.331957
Lucaya Estates,285,26,3635.73155109,135890.90272
Lucaya Estates,286,27,4821.37354371,179214.734858
Lucaya Estates,287,27,1375.72552224,89588.3913427
Lucaya Estates,288,27,1589.97895731,106239.544361
Lucaya Estates,289,27,2020.61152551,135925.575642
Lucaya Estates,290,27,1334.60873418,78456.3107586
Lucaya Estates,291,27,2157.43665906,84042.4684105
Lucaya Estates,292,27,3597.15510271,143724.455589
Lucaya Estates,293,27,2188.08251638,149905.653141
Lucaya Estates,294,27,1928.32781683,139522.2873
Lucaya Estates,295,27,844.266914941,44038.2193459
Lucaya Estates,296,27,1148.83574273,69491.3252768
Lucaya Estates,297,27,1439.49398721,54052.8034011
Lucaya Estates,298,28,4180.64387832,171468.006018
Lucaya Estates,299,28,1625.92277957,107821.700921
Lucaya Estates,300,28,1455.17453151,94805.474004
Lucaya Estates,301,28,1794.68296522,124130.158996
Lucaya Estates,302,28,3057.64952227,129897.70266
Lucaya Estates,303,28,877.795150857,46772.7028869
Lucaya Estates,304,28,1492.47858769,67195.3615032
Lucaya Estates,305,28,1253.87749147,73803.9382909
Lucaya Estates,306,28,1598.62030557,76976.130891
Lucaya Estates,307,28,1577.86774552,105503.558772
Lucaya Estates,308,28,1378.82976716,85435.5062053
Lucaya Estates,309,28,2063.64925695,81261.1922447
Lucaya Estates,311,29,1257.61280766,83376.6921468
Lucaya Estates,312,29,917.544436688,50209.6855428
Lucaya Estates,313,29,883.709498894,48177.6578043
Lucaya Estates,315,29,1389.98117537,88693.6625069
Lucaya Estates,360,32,2425.54667056,98022.8190313
Lucaya Estates,361,32,2024.86174053,146187.4281
Lucaya Estates,362,32,1271.37270835,80608.0572111
Lucaya Estates,363,32,1627.68748054,110175.054324
Lucaya Estates,364,32,2091.97538979,146002.650462
Lucaya Estates,365,32,1704.00797563,117436.59064
Lucaya Estates,366,32,3660.13557045,137145.023472
Lucaya Estates,367,32,1550.63130023,57975.1566012
Lucaya Estates,370,32,1003.50380799,59378.914025
Lucaya Estates,371,32,1189.9609897,72612.2777808
Lucaya Estates,372,32,1368.30324685,87167.3491995
